Song Title,Artist,Song URL,Lyrics
creep,Radiohead,https://genius.com/Radiohead-creep-lyrics,creep according thom yorke creep tell tale inebriated try attention woman attracted following around end lack self confidence face look eye angel skin make cry float feather beautiful world wish special fuckin special creep weirdo hell doin belong care hurt wan control want perfect body want perfect soul want notice around fuckin special wish special creep weirdo hell doin belong runnin door runnin run run run run run whatever make happy whatever want fuckin special wish special creep weirdo hell doin belong belong
bohemian rhapsody,Queen,https://genius.com/Queen-bohemian-rhapsody-lyrics,bohemian rhapsody widely considered one greatest song time bohemian rhapsody first single released queen fourth studio album night opera became international success real life fantasy caught landslide escape reality open eye look sky poor need sympathy easy easy little high little low way wind blow really matter mama killed put gun head pulled trigger dead mama life begun gone thrown away mama mean cry back time tomorrow carry carry nothing really matter late time sends shiver spine body aching time goodbye everybody ta leave behind face truth mama wan die sometimes wish never born little silhouetto scaramouche scaramouche fandango thunderbolt lightning frightening galileo galileo galileo figaro magnifico poor nobody love poor poor family spare life monstrosity easy easy bismillah bismillah bismillah mamma mia mamma mia beelzebub devil put aside think stone spit eye think love leave die baby baby ta ta right outta nothing really matter anyone nothing really matter nothing really matter way wind blow
hill,The Weeknd,https://genius.com/The-weeknd-the-hills-lyrics,hill originally nicknamed mood music first teased live performance sxsw narrative hill sinking sexual affair abel set record straight woman mean road doin promo said keep business low low tryna friend zone look even better photo find house send info drivin gated residential found comin sent friend home keep tryna hide friend call half past five time side love touch feel fucked real fucked real call half past five time ever call mine love touch feel fucked real fucked real babe keep simple tryna keep seem simple fucked two bitch fore saw gon tempo always tryna send rehab drug started feelin decaf tryna live life moment motherfucker want relapse call half past five time side love touch feel fucked real fucked real call half past five time ever call mine love touch feel fucked real fucked real babe hill eye hill eye judge judge hide lie hide lie trust call half past five time side love touch feel fucked real fucked real call half past five time ever call mine love touch feel fucked real fucked real babe ewedihalehu yene konjo ewedihalehu yene fikir fikir fikir fikir yene fikir fikir fikir fikir ewedihalehu yene konjo ewedihalehu
sicko mode,Travis Scott,https://genius.com/Travis-scott-sicko-mode-lyrics,sicko mode sicko mode refers travis drake work ethic showing cut competition going sicko beast mode sicko icko astro sun freezin cold already winter dawg would probably louis belt nothin else tried show em tried show em goin pick roll young flame sicko mode travis scott notorious made ice booth gate outside pull loose jump boy nike boy hoppin coupe shit way big pull give loot gim loot remy papoose hit old town duck news two four hour lockdown made move back poppin crew landed chase mix pop jamba juice different colored chain think jeweler really sellin fruit chokin cracker wish noose big hawk swae lee someone said win retreat deep play play playin keep play u weak someone said win retreat deep play play playin keep play u weak travis scott uncle luke shit way formal follow suit stacey dash girl clue hoe made record might take ex put em group hit es need bootch bout turn function bonnaroo told hop comin bitch treat uncle luke stop pop pussy slop top roof said goin said moon even room thought ocean pool open goose put shit together glue travis scott swae lee big hawk someone said shorty facetimed blue someone said play playin keep someone said mother someone said play u weak travis scott drake lil juice astro tay keith fuck drake travis scott love back high school used bus dance hit fbo duffel hand half xan thirteen hour til land light light drake travis scott light slept flight knocked night shit double bedroom still score settle crept block made right cut light paid price think sweet sight nothin nice baguette ice jesus christ check stripe lost respect threat shoot shot shit wetty sheck shot took wet book wet lizzie spinnin valley circle block til dizzy one seen tryna clean em drake travis scott love back high school used bus dance hit fbo duffel hand half xan thirteen hour til land light light light light light light light passed dawgs celly sendin text sendin kite said keep lock shit stife absolute back reboot laferrari jamba juice back road jumpin parachute shorty back said workin glute book look bout check check foot pas daughter show took baby mama cover forbes bitch shook
bad boujee,Migos,https://genius.com/Migos-bad-and-boujee-lyrics,bad boujee bad boujee trap anthem making money spending time woman expensive taste boujee intentional misspelling bougie slang bourgeois refers offset future young rich somethin really never old money whole lotta new money though hah young metro trust gon shoot raindrop drop top smokin cookie hotbox fuckin thot thot cookin dope crockpot came nothin somethin trust nobody grip trigger call gang ya cry river give tissue bad bougie cookin dope uzi savage ruthless hundred round bad bougie cookin dope uzi savage ruthless hundred round offset rackaids rackaids back end back end ridin around coupe take bih right dog roof ho wall loose hop frog whoo bih comfort swear hate devil keep jumpin bankroll keep company pull ghost diamond choker holdin fire holster rick ruler diamond cooler rollie muller dabbin em usual magic brick voodoo courtside bad send uber young rich plus bougie stupid keep uzi rackaids rackaids back end back end money makin back ache low act rate nawf dat way fat cookie blunt ashtray two bitch national smash day hop lamb drag race bird take bath bae raindrop drop top smokin cookie hotbox fuckin thot thot cookin dope crockpot came nothin somethin trust nobody grip trigger call gang ya cry river give tissue bad bougie cookin dope uzi savage ruthless hundred round bad bougie cookin dope uzi savage ruthless hundred round pour four droppin muddy outer space kid cudi introduce wifey sluttin broke brick nutty buddy duckin move fast might shoot ya draco bad bougie always hangin shooter might posted somewhere secluded still playin pot pan call quavo ratatouille run sack call boobie stage show booby ice neck coolest hop suicide uzi pull pull pull hop drug good luck cookin cookin whippin whippin rock lock gave ten rack told shoppin spend pop bitch fuck suck dick bustin instagram clout way float track segway way used trap subway way young trap ak way big dyke ho door macy gray offset lil uzi vert raindrop drop top smokin cookie hotbox fuckin thot thot cookin dope crockpot came nothin somethin trust nobody grip trigger call gang ya cry river give tissue bad bougie cookin dope uzi savage ruthless hundred round bad bougie cookin dope uzi dope savage ruthless hundred round glah lil uzi lil uzi vert offset bad bone wait watchin swear god clone switchin hoe flow switchin flow clothes keep shootin gun reload want fuck crew money roof drive rari roof wait kind rari hate try hide shoot gate look strip club rain much money use rake count hundred thousand face put right safe met today talk knew sleep jacuzzi wakin right two piece countin paper loose leaf gettin chicken blue cheese fake collar snakin swear god gucci winnin losin try play song move saw choosin offset lil uzi vert raindrop drop top smokin cookie hotbox fuckin thot thot thot cookin dope crockpot came nothin somethin trust nobody grip trigger nobody call gang ya cry river give tissue lil uzi bad bougie bad bad cookin dope uzi blaow cookin cookin savage ruthless savage savage hundred round bad bougie cookin dope uzi dope savage ruthless hundred round lil uzi
god plan,Drake,https://genius.com/Drake-gods-plan-lyrics,god plan god plan feel good track discusses drake future industry know people want fail however god another key subject song wishin wishin wishin wishin wishin movin calm start trouble tryna keep peaceful struggle pull cuddle lovin wan die miss yes thing wishin hope brother outlive gon story shit different god plan god plan hold back sometimes feel good sometimes finessed weston road might hard southside sure north side eat still bad thing lot bad thing wishin wishin wishin wishin wishin bad thing lot bad thing wishin wishin wishin wishin wishin love partly love bed mama sorry fifty dub even tatted eighty one bring crasher party turn dog without oli magine never met broskies god plan god plan someone watchin shit close since scarlett road might hard southside sure north side eat still bad thing lot bad thing wishin wishin wishin wishin wishin bad thing lot bad thing wishin wishin wishin wishin wishin
real slim shady,Eminem,https://genius.com/Eminem-the-real-slim-shady-lyrics,real slim shady real slim shady quintessential early eminem song funny serious simultaneously crazy rhyme scheme device solo asked real solo please stand may attention please may attention please real slim shady please stand repeat real slim shady please stand gon problem act never seen white person jaw floor pam tommy burst door started whoopin as worse first divorced throwin furniture return wait way kidding think dr dre said nothing idiot dr dre dead locked basement feminist woman love eminem chicka chicka chicka slim shady sick look walkin around grabbin flippin cute though probably couple screw head loose worse goin parent bedroom sometimes wan tv loose cool tom green hump dead moose bum lip bum lip lucky might give little kiss message deliver little kid expect woman clitoris course gon intercourse time hit fourth grade discovery channel nothin mammal well u cannibal cut people open cantaloupe hump dead animal antelope reason another elope feel feel antidote woman wave pantyhose sing go slim shady yes real shady slim shadys imitating real slim shady please stand please stand please stand slim shady yes real shady slim shadys imitating real slim shady please stand please stand please stand smith ta cuss rap sell record well fuck fuck think give damn grammy half critic even stomach alone stand slim win weird guy could lie sit next britney spear shit christina aguilera better switch chair sit next carson daly fred durst hear em argue gave head first little put blast mtv cute think married kim hee hee download audio mp show whole world gave eminem vd sick little group annoy sent destroy million u cuss give fuck dress walk talk act might next best thing quite slim shady yes real shady slim shadys imitating real slim shady please stand please stand please stand slim shady yes real shady slim shadys imitating real slim shady please stand please stand please stand head trip listen givin thing joke friend inside livin room difference ball front ta false sugarcoat mic spit whether admit shit better ninety percent rapper wonder kid eat album valium funny rate goin thirty person nursin home flirting pinchin nurse ass jacking jergens jerking whole bag viagra working every single person slim shady lurkin could working burger king spittin onion ring parkin lot circling screaming give fuck window system real shady please stand put one finger hand proud mind control one time loud slim shady yes real shady slim shadys imitating real slim shady please stand please stand please stand slim shady yes real shady slim shadys imitating real slim shady please stand please stand please stand slim shady yes real shady slim shadys imitating real slim shady please stand please stand please stand slim shady yes real shady slim shadys imitating real slim shady please stand please stand please stand ha ha guess slim shady u fuck stand
starboy,The Weeknd,https://genius.com/The-weeknd-starboy-lyrics,starboy starboy weeknd realization mega stardom transforming mysterious canadian act billboard mainstay abel long way negative consequence journey top tryna put worst mood ah cleaner church shoe ah milli point two hurt ah red lamb tease ah none toy lease ah made whole year week yah main outta league ah side outta league ah house empty need centerpiece twenty rack table cut ebony cut ivory skinny piece clean face love baby ah talkin money need hearin aid talkin bout shade switch style take lane switch cup kill pain look done motherfuckin starboy look done motherfuckin starboy every day try test ah every day try end ah pull roadster sv ah pocket overweight gettin hefty ah comin king far cry alive fall time competition really listen blue mulsanne bumpin new edition house empty need centerpiece twenty rack table cut ebony cut ivory skinny piece clean face love baby ah talkin money need hearin aid talkin bout shade switch style take lane switch cup kill pain look done motherfuckin starboy look done motherfuckin starboy brag pitt legend fall took year bandit bought mama crib brand new wagon hit grocery shop lookin lavish star trek roof wraith khan girl loose hear song hundred dash close god pray love pray car house empty need centerpiece twenty rack table cut ebony cut ivory skinny piece clean face love baby ah talkin money need hearin aid talkin bout shade switch style take lane switch cup kill pain look done motherfuckin starboy look done motherfuckin starboy look done motherfuckin starboy look done motherfuckin starboy
thank next,Ariana Grande,https://genius.com/Ariana-grande-thank-u-next-lyrics,thank next lead single titular track fifth studio album thank next ariana grande discusses theme self love growth empowerment breakup also reference public thought end sean match wrote song ricky listen laugh even almost married pete thankful wish could thank malcolm angel one taught love one taught patience one taught pain amazin loved lost look look taught thank next thank next thank next fuckin grateful ex thank next thank next thank next fuckin spend time friend worried bout nothin plus met someone else havin better discussion move fast one gon last name ari good taught love taught patience handle pain shit amazin loved lost look found need searching thank next thank next thank next fuckin grateful ex thank next thank next thank next fuckin grateful ex thank next thank next thank next fuckin one day walk aisle holdin hand mama thankin dad grew drama wan real bad gon shit last god forbid somethin happens least song smash much love much patience learned pain turned amazin loved lost look found need searching thank next thank next thank next fuckin grateful ex thank next thank next thank next fuckin grateful ex thank next thank next thank next yee thank next thank next thank next yee
xo tour llif,Lil Uzi Vert,https://genius.com/Lil-uzi-vert-xo-tour-llif3-lyrics,latvie xo tour llif xo tour llif chronicle uzi relationship issue ex girlfriend brittany byrd substance abuse delivered bassy upbeat production address topic suicide alright alright quite alright money right countin band way top til fallin countin band way top til fallin really care cry real never lied saw way looked eye said baby afraid die push edge friend dead push edge friend dead push edge friend dead push edge phantom red inside white somethin ride sled want head bracelet herm bracelet herm everybody swag watch way tear stackin band way top way til band fallin every time leave spot girlfriend call way treat gon leave leave call casanova insane might blow brain xanny help pain please xanny away committed addicted keep control pain feel swear slowin really care cry real never lied saw way looked eye said afraid die friend dead push edge friend dead push edge friend dead friend dead swag swear fake hard wan take cadence rain em thunderstorm rain em medicine lil take fast car nascar race em club one would beg clothes overseas rack note though lookin stackin money green though countin twenty roll worst worst die universe really care cry real never lied saw way looked eye said baby afraid die push edge friend dead push edge friend dead push edge friend dead push edge
stan,Eminem,https://genius.com/Eminem-stan-lyrics,magyar stan song eminem corresponds crazed fan becomes increasingly unhinged story progress one well received single listed vh top hip hop song tea gone cold wonderin bed morning rain cloud window even could grey picture wall reminds bad bad tea gone cold wonderin bed morning rain cloud window even could grey picture wall reminds bad bad dear slim wrote still callin left cell pager home phone bottom sent two letter back autumn must em probably problem office somethin sometimes scribble address sloppy jot em anyways fuck daughter girlfriend pregnant bout father daughter guess call name bonnie uncle ronnie sorry friend kill want probably hear every day biggest fan even underground shit skam room full poster picture shit rawkus shit phat anyways hope hit back chat truly biggest fan stan tea gone cold wonderin bed morning rain cloud window even could grey picture wall reminds bad bad dear slim still called wrote hope chance mad think fucked answer fan want talk outside concert coulda signed autograph matthew little brother six year old waited blisterin cold four hour said pretty shitty fuckin idol want like mad though bein lied remember met denver said write would write back way never knew father neither used always cheat mom relate sayin song shitty day drift away put em really shit else shit help depressed even tattoo name across chest sometimes even cut much bleeds adrenaline pain sudden rush everything real respect girlfriend jealous talk slim one people u growin ta call biggest fan ever lose sincerely stan p together tea gone cold wonderin bed morning rain cloud window even could grey picture wall reminds bad bad dear mr good call write fan last package ever send as six month still word deserve last two letter wrote address em perfect cassette sendin hope hear car right doin ninety freeway slim drank fifth vodka dare drive song phil collins air night guy coulda saved guy drownin phil saw show found kinda coulda rescued drownin late thousand downer drowsy wanted lousy letter call hope ripped picture wall loved slim coulda together think ruined hope sleep dream dream hope sleep scream hope conscience eats breathe without slim shut tryna talk slim girlfriend screamin trunk slit throat tied suffocates suffer die well ta almost shit forgot supposed send shit tea gone cold wonderin bed morning rain cloud window even could grey picture wall reminds bad bad dear stan meant write sooner busy said girlfriend pregnant far along look really flattered would call daughter autograph brother wrote starter cap sorry show must missed think shit intentionally dis shit said cut wrist shit clownin dawg fucked issue stan think need counselin help as bouncin wall shit u meant together type shit want u meet really think girlfriend need maybe need treat better hope letter hope reach time hurt think doin fine relax little glad inspire stan mad try understand want fan want crazy shit seen one shit news couple week ago made sick dude drunk drove car girlfriend trunk pregnant kid car found tape think name damn
man hot,Big Shaq,https://genius.com/Big-shaq-mans-not-hot-lyrics,hot released viral success freestyle bbc radio series fire booth british comedian michael dapaah converted official song titled hot name big shaq big shaq one hot never hot skrrat gottionem skidi kat kat boom two plus two four minus one three quick math every day block smoke tree park uckers ting went quack quack quack ducking hold tight asznee pumpy hold tight frisbee trap trap trap phone movin cornflakes rice krispies hold tight whitney road doin ten toe toe thought froze peng pose ghost ha look nose donut nose long garden hose hot hot told take jacket said babe hot hot hot told take jacket said babe hot hop four door one two three four chillin corridor dad forty four still callin draw gon spin jaw take twix force send shop force know sauce ketchup sauce raw sauce boom ah ting go skrrah pop pop ka ka ka skidi ki pop pop pu pu brr boom ski ya du du ku ku dun dun poom poom dun hot hot told take jacket said babe hot hot hot told take jacket said babe hot never hot perspiration ting lynx effect hear use roll spray either way ting go skrrah pop pop ka ka ka skidi ki pop pop pu pu brr boom ski ya du du ku ku dun dun poom poom dun big shaq hot hot forty degree hot sauna hot skidi ka pop pop
drunk love,Beyoncé,https://genius.com/Beyonce-drunk-in-love-lyrics,drunk love drunk love released along xo lead single beyonc self titled album recruit husband jay join party marked first collaboration drinkin drinkin filthy liquor thinkin thinkin keep finger baby want keep finger baby want cigar ice cigar ice feelin animal camera grill flashin light flashin light faded faded faded baby want keep eye fatty daddy want drunk love want woke kitchen sayin hell shit happen baby drunk love night last thing remember beautiful body grindin club drunk love night love love night love love night everything alright complaint body fluorescent light drinkin park lot rubbin rub rubbin scared call reverend drinkin brain right armand de brignac gangster wife louis sheet sweat washrag wet drinkin singin mic toy fill tub halfway ride surfboard surfboard surfboard grainin wood grainin grainin wood swervin swervin swervin big body servin swerve surfin good good woke kitchen sayin hell shit happen baby drunk love night last thing remember beautiful body grindin club drunk love beyonc jay night love love night love love nice right hold us shit hold stumble house time back mouth car talkin bout baddest thus far talkin bout reppin third wan shit heard sling clint eastwood hope handle curve foreplay foyer fucked warhol slid panty right side time take drawer sight catch charge might box mike bite ike turner turn baby play eat cake anna mae said eat cake anna mae nice reach height gon need flight sleep tight sex mornin breasteses breakfast goin beyonc beyonc jay night love love night love love never tired never tired sippin thing keepin fire fire mean spill liquor attire drinkin watermelon want body right daddy want right keep eye fatty daddy want night love love night love love
shallow,Lady Gaga,https://genius.com/Lady-gaga-and-bradley-cooper-shallow-lyrics,norsk bahasa indonesia shallow shallow song lady gaga bradley cooper movie star born feature film soundtrack track jumping headfirst love looking back gaga somethin happy modern world need somethin else searchin fallin good time find longin change bad time fear something tired tryna fill void need hard keepin hardcore falling good time find longing change bad time fear deep end watch dive never meet ground crash surface hurt u far shallow sha ha sha hallow sha ha sha low sha ha sha hallow far shallow ha ah ha ah ha deep end watch dive never meet ground crash surface hurt u far shallow sha ha shallow sha ha sha low sha ha shallow far shallow
,Logic,https://genius.com/Logic-1-800-273-8255-lyrics,logic show suicide never answer anyone problem want people always help available national suicide prevention lifeline whose low taking time feel mind feel life mine low taking time feel mind feel life mine wan alive wan alive wan die today wan die wan alive wan alive wan die shit talkin bout think praying somebody save one heroic life even matter hurting deep show never place call never home nobody callin phone mind every life precious nobody care mine low taking time feel mind feel life mine low taking time feel mind feel life mine want alive want alive ta die today ta die want alive want alive ta die first breath head drowning underwater lightness air chest chest lover holding though road long seeing light darkest thing stare reflection finally knowing thank god goin reason believe life day without little night tryna shed little light hard hard ta live right everything give right low taking time feel mind feel life mine low taking time feel mind feel life mine finally wan alive finally wan alive wan die today wan die finally wan alive finally wan alive wan die wan die pain hurt lane travel feel alone moving til leg give tear melt snow wan cry wan cry anymore wan feel alive even wan die anymore wan wan even wan die anymore
ring,Ariana Grande,https://genius.com/Ariana-grande-7-rings-lyrics,dansk ring ring feature ariana boasting money many luxury including diamond house second official single ariana grande fifth studio album thank next ariana breakfast tiffany bottle bubble girl tattoo getting trouble lash diamond atm machine buy favorite thing bad shit sad woulda thought turn savage rather tied call string write check write sing wrist stop watchin neck flossy big deposit gloss poppin hair gee thanks bought want want want want want hair gee thanks bought want wearing ring gon mr bought matching diamond six bitch rather spoil friend rich think retail therapy new addiction whoever said money solve problem must enough money solve em one nah want em happiness price red bottom smile beamin skin gleamin way shine seen bought crib closet want want want want want hair gee thanks bought want receipt lookin phone number money wrong number black card business card way settin tone mean brag put bag rack stacked as shoot store booth back one loop gim loot never mind juice nothing net shoot look neck look jet enough money pay respect budget set want want want want hair gee thanks bought want
work,Rihanna,https://genius.com/Rihanna-work-lyrics,work work rihanna seek deep meaningful connection however male character sings interested sex narrative similar rihanna drake previous work work work work work work said haffi work work work work work work mi dirt dirt dirt dirt dirt dirt ah put work work work work work work ah guh learn learn learn learn learn learn nuh cyar hurt hurt hurt hurt hurting dry ah desert nuh time lurking ah act nuh dealt nicest nuh body touch nuh righteous nuh badda text crisis believed dream adoration took heart key patience took heart sleeve decoration mistaken love brought foundation wanted give something never something never seen something never mm wake act nothing wrong ready fi work work work work work work said haffi work work work work work work mi dirt dirt dirt dirt dirt dirt ah put work work work work work work ner ner ner ner ner ner ah guh learn learn learn learn learn learn table turn turn turn turn turn turn beg something please baby leave leave stuck street another chance never never neglect mean hold past hope get hope hope true please recognize tryin babe rihanna drake haffi work work work work work work said haffi work work work work work work mi dirt dirt dirt dirt dirt dirt put work work work work work work ah guh learn learn learn learn learn learn nuh cyar hurt hurt hurt hurt hurting okay drake rihanna need done done done done work need slow motion give away one long distance need ah potential ta twin would still choose wan rush soon need done done done done sorry way less friendly tryna end spilled emotion tonight sorry rollin rollin rollin rollin rollin many shot rollin need face face could pick time place spent time away need forward rihanna rihanna drake give work work work work work work said haffi work work work work work work mi dirt dirt dirt dirt dirt dirt put work work work work work work ah guh learn learn learn learn learn learn nuh cyar hurt hurt hurt hurt hurting rihanna rihanna drake mm mm work work work work work work mm
sad,XXXTENTACION,https://genius.com/Xxxtentacion-sad-lyrics,sloven ina suomi sad sad lament struggle letting loved one feeling depression follows detail emotion uncertainty surrounding specific relationship insecure someone afraid decide ever gon suicide ever try sad sad someone afraid decide ever gon suicide ever try sad sad gave everything took heart left lonely think broken heart contagious fix rather weep lost found torture bein love love around fuckin hate leave someone afraid decide ever gon suicide ever try sad sad someone afraid decide ever gon suicide ever try sad sad someone afraid decide ever gon suicide ever try sad sad someone afraid decide ever gon suicide ever try sad sad
bodak yellow,Cardi B,https://genius.com/Cardi-b-bodak-yellow-lyrics,bodak yellow bodak yellow cardi brings past stripper cemented legitimacy rap game peerless work ethic first single released atlantic record since ksr cardi said shit fuck wanted ta dance said lil fuck wanted expensive red bottom bloody shoe hit store em wan choose quick cut comfortable look dance money move ta dance money move speak mean fuck bos worker bloody move gon find cardi club party paid fee bank much tired honestly give fuck bout fond dropped two mixtapes six month working hard bother hoe hoe bother picture goal tryna look might chill bape might chill boo might feel babe pussy feel lake wan swim face okay want buy yves saint laurent new whip fast horse trunk front hottest street prolly heard bag fixed teeth hope hoe cheap pay mama bill time chill think hoe mad baby father run bill said lil fuck wanted expensive red bottom bloody shoe hit store em wan choose quick cut comfortable look dance money move ta dance money move speak mean fuck bos worker bloody move pussy popped goofy opp around way hang around block checked account turn rich rich rich put hand hip bet dip dip dip money shit hot stove pussy glitter gold lil play role arrove roll came wraith need fill tank need fill safe need hoe none safe dinner steak real relate used live crib gate rollie charm look frosted flake bitch case hoe forgot run check mail another check mona scott said lil fuck wanted expensive red bottom bloody shoe hit store em wan choose quick cut comfortable look dance money move ta dance money move speak mean fuck bos worker bloody move
believer,Imagine Dragons,https://genius.com/Imagine-dragons-believer-lyrics,magyar believer believer thunder around percussive backbeat expressive dan reynolds bring message embracing pain using tool personal growth mark end imagine first thing first word inside head fired tired way thing way thing second thing second think could one sail master sea master sea broken young age taking sulkin mass writing poem look took shook feelin singing heartache pain taking message vein speaking lesson brain seeing beauty pain made made believer believer pain break build believer believer pain bullet fly rain life love drive came pain made made believer believer third thing third send prayer one hate heard turned spirit dove spirit chokin crowd building rain cloud falling ash ground hoping feeling would drown never ever lived ebbin flowin inhibited limited til broke open rained rained pain made made believer believer pain break build believer believer pain bullet fly rain life love drive came pain made made believer believer last thing last grace fire flame face future blood vein blood vein never ever lived ebbin flowin inhibited limited til broke open rained rained pain made made believer believer pain break build believer believer pain bullet fly rain life love drive came pain made made believer believer
fuckin problem,A$AP Rocky,https://genius.com/A-ap-rocky-fuckin-problems-lyrics,fuckin problem star posse cut showcase three distinctive rapper trying stunt subject fucking bad bitch rocky called song reunion drake club paradise tour chainz drake chainz drake ap rocky love bad bitch fuckin problem fuck fuckin problem love bad bitch fuckin problem fuck fuckin problem love bad bitch fuckin problem fuck fuckin problem findin somebody real fuckin problem bring girl crib maybe solve hold bitch simmer takin hella long give thing pop semi nine baby raw shimmy shimmy ya ap never met motherfucker fresh motherfucker wan dress chrome dome sweat keith figure gettin figure fuckin bitch rollin swishers brought bitch brought gettin bent liquor love licorice lick money act niggarish least rich fuckin broad fuckin bored turn dyke fuckin boy beast chainz drake chainz drake love bad bitch fuckin problem fuck fuckin problem love bad bitch fuckin problem fuck fuckin problem love bad bitch fuckin problem fuck fuckin problem findin somebody real fuckin problem bring girl crib maybe solve love think leadin think rapper feedin feelin dude speakin word heard album sleepin print fuckin along fuckin sing along less brought weed along ju okay drop eagle stare star put beatles shit talkin bout discussion pay bigger pay reduction comin trust comin head motherfucker bustin yes lord really often long dick long talkin beast chainz drake chainz drake love bad bitch fuckin problem fuck fuckin problem love bad bitch fuckin problem fuck fuckin problem love bad bitch fuckin problem fuck fuckin problem findin somebody real fuckin problem bring girl crib maybe solve ho finale pep talk turn pep rally hood live inside valley vacayed atlanta goin back cali line world line irony fuck em damn time eyein exist want dick kendrick lamar benz car mean friend e need par standard pampered threesome tomorrow kill em dead body hallway involved listen crystal ball halle berry hallelujah holler back ya beast chainz drake chainz drake love bad bitch fuckin problem fuck fuckin problem love bad bitch fuckin problem fuck fuckin problem love bad bitch fuckin problem fuck fuckin problem findin somebody real fuckin problem bring girl crib maybe solve
good goodbye,Sam Smith,https://genius.com/Sam-smith-too-good-at-goodbyes-lyrics,good goodbye good goodbye tell turbulent personal relationship sam smith first solo release since james bond theme writing wall song lead single must think stupid must think fool must think new seen never gon close even though mean every time open hurt never gon close even mean case leave dirt every time hurt less cry every time leave quicker tear dry every time walk less love baby stand chance sad true way good goodbye way good goodbye thinkin heartless thinkin cold protectin innocence protectin soul never gon close even though mean every time open hurt never gon close even mean case leave dirt every time hurt less cry every time leave quicker tear dry every time walk less love baby stand chance sad true way good goodbye way good goodbye way cry way good goodbye ah ah ah ah every time hurt less cry every time leave quicker tear dry every time walk less love baby stand chance sad true way good goodbye
feeling,Drake,https://genius.com/Drake-in-my-feelings-lyrics,feeling feeling upbeat club mixed love letter kiki kb member city girl track ride drake heartfelt singing honest wondering still love trap trapmoneybenny shit feeling ta real kiki love riding never ever leave beside want ya need ya always kb love riding never ever leave beside want ya need ya always look new really still real swear ta feel try kill ta choice runnin option goin stoppin toppin learnin shoppin spend earned popped ex deserved thought one jump confirmed trapmoneybenny buy champagne love henny block jenny special many resha love riding never ever leave beside want ya need ya always jt love riding never ever leave beside want ya need ya always jt yung miami drake magnolia shorty two bad bitch kissin wraith kissin kissin wraith kiss kissin wraith need black card code safe code safe code code safe safe show neck work fuck netflix chill net net net worth want ya need ya always bad always guess back always al black biggy biggy black biggy black blake always new trade kiki love riding never ever leave beside want need always kb love riding never ever leave beside want ya breakdown lil wayne magnolia shorty skate smoke rap bring as bring as bring as back bring as bring as bring as back shawty hit shawty hit hit miss clap as one love clap as clap clap as bring as back clap clap clap as one love bring as back trap trapmoneybenny shit feeling ta real yup blaqnmild diggin even care need photo drake instagram weak fuck real shit look
take church,Hozier,https://genius.com/Hozier-take-me-to-church-lyrics,norsk take church take church debut single irish recording artist hozier become international hit reaching country certified five time platinum u take lover humour giggle funeral know everybody disapproval worshipped sooner heaven ever speak last true mouthpiece every sunday gettin bleak fresh poison week born sick heard church offer absolute tell worship bedroom heaven sent alone born sick love command well amen amen amen take church worship dog shrine lie sin sharpen knife offer deathless death good god give life take church worship dog shrine lie sin sharpen knife offer deathless death good god give life pagan good time lover sunlight keep goddess side demand sacrifice drain whole sea somethin shiny somethin meaty main course fine lookin high horse stable lot starvin faithful look tasty look plenty hungry work take church worship dog shrine lie sin sharpen knife offer deathless death good god give life take church worship dog shrine lie sin sharpen knife offer deathless death good god give life master king ritual begin sweeter innocence gentle sin madness soil sad earthly scene human clean amen amen amen take church worship dog shrine lie sin sharpen knife offer deathless death good god give life take church worship dog shrine lie sin sharpen knife offer deathless death good god give life
love,Justin Bieber,https://genius.com/Justin-bieber-love-yourself-lyrics,love help benny blanco justin bieber ed sheeran wrote parting song past lover bitter caring love uptempo bieber recent single time rained parade club using name think broke heart goodness sake think cryin well wan write song want anyone thinking still care still hit phone baby movin think somethin wan hold back maybe mama like everyone never admit wrong caught job going better sleeping way look much baby love think still holdin somethin love told hated friend problem every time told opinion wrong tried forget came wan write song want anyone thinking still care still hit phone baby movin think somethin wan hold back maybe mama like everyone never admit wrong caught job going better sleeping way look much baby love think still holdin somethin love time made feel small fell love feel nothin never felt low vulnerable fool break wall way look much baby love think still holdin somethin love way look much baby love think still holdin somethin love
trap queen,Fetty Wap,https://genius.com/Fetty-wap-trap-queen-lyrics,trap queen trap queen gratifying tale fetty wap teaming drug game month releasing song paterson new jersey rgf production remy boyz yah ah hello seen pretty as soon came door wan chill sack u roll married money introduced stove showed whip remixin low trap queen hit bando countin watch far band set goal talkin matchin lambos gram hundred gram though swear love work damn pole hit strip club lettin band everybody hatin call fan though love money never lettin high baby left mall gettin fly baby ride baby kitchen cookin pie baby ride baby left mall gettin fly baby ride baby kitchen cookin pie hello hit strip trap queen band might snatch rari buy boo lamb might snatch necklace drop couple ring wantin nothin everything big zoowap bando remind remy boyz stamp though count hella band though far band fetty wap livin fifty thousand stand though checkin pocket high baby left mall gettin fly baby ride baby kitchen cookin pie baby ride baby left mall gettin fly baby ride baby kitchen cookin pie hello seen pretty as soon came door wan chill sack u roll married money introduced stove showed whip remixin low trap queen hit bando countin watch far band set goal talkin matchin lambos gram hundred gram though swear love work damn pole hit strip club lettin band everybody hatin call fan though love money never lettin smokin dope backwoods roll remy boyz fetty eatin shit fasho run ya house fuck ho remy boyz nothin remy boyz nothin hear soundin zillion buck track whatever whatever put money mouth money wood game good money sight fight put shut nitt gritt rgf production squad
